"disease","mmwr_year","mmwr_week","current_week","cummulative","date"
"Other Serogroup",2018,41,0,14,"2018-10-07"
"Unknown Serogroup",2018,42,0,125,"2018-10-14"
"Serogroup B",2018,42,0,43,"2018-10-14"
"Other Serogroup",2018,42,0,15,"2018-10-14"
"ACWY Serogroups",2018,42,0,66,"2018-10-14"
"Unknown Serogroup",2018,43,2,126,"2018-10-21"
"Other Serogroup",2018,43,0,16,"2018-10-21"
"ACWY Serogroups",2018,43,0,68,"2018-10-21"
"Serogroup B",2018,43,0,43,"2018-10-21"
"ACWY Serogroups",2018,44,0,70,"2018-10-28"
"Other Serogroup",2018,44,0,16,"2018-10-28"
"Serogroup B",2018,44,0,43,"2018-10-28"
"Unknown Serogroup",2018,44,3,133,"2018-10-28"
"Other Serogroup",2018,45,1,17,"2018-11-04"
"Unknown Serogroup",2018,45,1,134,"2018-11-04"
"Serogroup B",2018,45,0,43,"2018-11-04"
"ACWY Serogroups",2018,45,2,74,"2018-11-04"
"ACWY Serogroups",2018,46,0,74,"2018-11-11"
"Serogroup B",2018,46,0,43,"2018-11-11"
"Other Serogroup",2018,46,0,17,"2018-11-11"
"Unknown Serogroup",2018,46,1,136,"2018-11-11"
"Other Serogroup",2018,47,0,17,"2018-11-18"
"ACWY Serogroups",2018,47,0,74,"2018-11-18"
"Serogroup B",2018,47,0,43,"2018-11-18"
"Unknown Serogroup",2018,47,0,137,"2018-11-18"
"Other Serogroup",2018,48,0,17,"2018-11-25"
"Unknown Serogroup",2018,48,0,138,"2018-11-25"
"Serogroup B",2018,48,1,49,"2018-11-25"
"ACWY Serogroups",2018,48,1,76,"2018-11-25"
"Unknown Serogroup",2018,49,0,139,"2018-12-02"
"ACWY Serogroups",2018,49,1,78,"2018-12-02"
"Other Serogroup",2018,49,0,17,"2018-12-02"
"Serogroup B",2018,49,0,51,"2018-12-02"
"Serogroup B",2018,50,0,52,"2018-12-09"
"Unknown Serogroup",2018,50,1,140,"2018-12-09"
"Other Serogroup",2018,50,1,18,"2018-12-09"
"ACWY Serogroups",2018,50,1,83,"2018-12-09"
"Serogroup B",2018,51,0,49,"2018-12-16"
"Unknown Serogroup",2018,51,0,143,"2018-12-16"
"Other Serogroup",2018,51,0,20,"2018-12-16"
"ACWY Serogroups",2018,51,0,84,"2018-12-16"
"Other Serogroup",2018,52,0,20,"2018-12-23"
"ACWY Serogroups",2018,52,0,85,"2018-12-23"
"Serogroup B",2018,52,0,50,"2018-12-23"
"Unknown Serogroup",2018,52,0,146,"2018-12-23"
"All Serogroups (total)",2019,1,4,4,"2018-12-30"
"Unknown Serogroup",2019,1,3,3,"2018-12-30"
"ACWY Serogroups",2019,1,0,0,"2018-12-30"
"Serogroup B",2019,1,1,1,"2018-12-30"
"Other Serogroup",2019,1,0,0,"2018-12-30"
"All Serogroups (total)",2019,2,2,7,"2019-01-06"
"Unknown Serogroup",2019,2,1,5,"2019-01-06"
"ACWY Serogroups",2019,2,1,1,"2019-01-06"
"Serogroup B",2019,2,0,1,"2019-01-06"
"Other Serogroup",2019,2,0,0,"2019-01-06"
"All Serogroups (total)",2019,3,3,13,"2019-01-13"
"Unknown Serogroup",2019,3,1,6,"2019-01-13"
"ACWY Serogroups",2019,3,2,6,"2019-01-13"
"Serogroup B",2019,3,0,1,"2019-01-13"
"Other Serogroup",2019,3,0,0,"2019-01-13"
"All Serogroups (total)",2019,4,3,18,"2019-01-20"
"Unknown Serogroup",2019,4,3,9,"2019-01-20"
"ACWY Serogroups",2019,4,0,8,"2019-01-20"
"Serogroup B",2019,4,0,1,"2019-01-20"
"Other Serogroup",2019,4,0,0,"2019-01-20"
"All Serogroups (total)",2019,5,2,23,"2019-01-27"
"Unknown Serogroup",2019,5,1,12,"2019-01-27"
"ACWY Serogroups",2019,5,1,10,"2019-01-27"
"Serogroup B",2019,5,0,1,"2019-01-27"
"Other Serogroup",2019,5,0,0,"2019-01-27"
"All Serogroups (total)",2019,6,0,23,"2019-02-03"
"Unknown Serogroup",2019,6,0,11,"2019-02-03"
"ACWY Serogroups",2019,6,0,10,"2019-02-03"
"Serogroup B",2019,6,0,1,"2019-02-03"
"Other Serogroup",2019,6,0,1,"2019-02-03"
"All Serogroups (total)",2019,7,4,31,"2019-02-10"
"Unknown Serogroup",2019,7,3,16,"2019-02-10"
"ACWY Serogroups",2019,7,1,13,"2019-02-10"
"Serogroup B",2019,7,0,2,"2019-02-10"
"Other Serogroup",2019,7,0,0,"2019-02-10"
"All Serogroups (total)",2019,8,3,46,"2019-02-17"
"Unknown Serogroup",2019,8,2,22,"2019-02-17"
"ACWY Serogroups",2019,8,0,20,"2019-02-17"
"Serogroup B",2019,8,1,3,"2019-02-17"
"Other Serogroup",2019,8,0,1,"2019-02-17"
"All Serogroups (total)",2019,9,1,53,"2019-02-24"
"Unknown Serogroup",2019,9,1,27,"2019-02-24"
"ACWY Serogroups",2019,9,0,21,"2019-02-24"
"Serogroup B",2019,9,0,4,"2019-02-24"
"Other Serogroup",2019,9,0,1,"2019-02-24"
"All Serogroups (total)",2019,10,2,64,"2019-03-03"
"Unknown Serogroup",2019,10,2,33,"2019-03-03"
"ACWY Serogroups",2019,10,0,26,"2019-03-03"
"Serogroup B",2019,10,0,4,"2019-03-03"
"Other Serogroup",2019,10,0,1,"2019-03-03"
"All Serogroups (total)",2019,11,8,76,"2019-03-10"
"Unknown Serogroup",2019,11,6,43,"2019-03-10"
"ACWY Serogroups",2019,11,2,28,"2019-03-10"
"Serogroup B",2019,11,0,4,"2019-03-10"
"Other Serogroup",2019,11,0,1,"2019-03-10"
"All Serogroups (total)",2019,12,6,88,"2019-03-17"
"Unknown Serogroup",2019,12,6,50,"2019-03-17"
"ACWY Serogroups",2019,12,0,31,"2019-03-17"
"Serogroup B",2019,12,0,6,"2019-03-17"
"Other Serogroup",2019,12,0,1,"2019-03-17"
"All Serogroups (total)",2019,13,2,94,"2019-03-24"
"Unknown Serogroup",2019,13,2,49,"2019-03-24"
"ACWY Serogroups",2019,13,0,36,"2019-03-24"
"Serogroup B",2019,13,0,8,"2019-03-24"
"Other Serogroup",2019,13,0,1,"2019-03-24"
"All Serogroups (total)",2019,14,1,106,"2019-03-31"
"Unknown Serogroup",2019,14,1,55,"2019-03-31"
"ACWY Serogroups",2019,14,0,39,"2019-03-31"
"Serogroup B",2019,14,0,9,"2019-03-31"
"Other Serogroup",2019,14,0,3,"2019-03-31"
"All Serogroups (total)",2019,15,4,115,"2019-04-07"
"Unknown Serogroup",2019,15,3,62,"2019-04-07"
"ACWY Serogroups",2019,15,0,40,"2019-04-07"
"Serogroup B",2019,15,1,10,"2019-04-07"
"Other Serogroup",2019,15,0,3,"2019-04-07"
"All Serogroups (total)",2019,16,2,122,"2019-04-14"
"Unknown Serogroup",2019,16,2,67,"2019-04-14"
"ACWY Serogroups",2019,16,0,40,"2019-04-14"
"Serogroup B",2019,16,0,11,"2019-04-14"
"Other Serogroup",2019,16,0,4,"2019-04-14"
"All Serogroups (total)",2019,17,3,127,"2019-04-21"
"Unknown Serogroup",2019,17,2,69,"2019-04-21"
"ACWY Serogroups",2019,17,1,42,"2019-04-21"
"Serogroup B",2019,17,0,11,"2019-04-21"
"Other Serogroup",2019,17,0,5,"2019-04-21"
"All Serogroups (total)",2019,18,2,138,"2019-04-28"
"Unknown Serogroup",2019,18,1,78,"2019-04-28"
"ACWY Serogroups",2019,18,0,43,"2019-04-28"
"Serogroup B",2019,18,0,11,"2019-04-28"
"Other Serogroup",2019,18,1,6,"2019-04-28"
"All Serogroups (total)",2019,19,1,140,"2019-05-05"
"Unknown Serogroup",2019,19,1,78,"2019-05-05"
"ACWY Serogroups",2019,19,0,45,"2019-05-05"
"Serogroup B",2019,19,0,11,"2019-05-05"
"Other Serogroup",2019,19,0,6,"2019-05-05"
"All Serogroups (total)",2019,20,4,145,"2019-05-12"
"Unknown Serogroup",2019,20,4,81,"2019-05-12"
"ACWY Serogroups",2019,20,0,47,"2019-05-12"
"Serogroup B",2019,20,0,11,"2019-05-12"
"Other Serogroup",2019,20,0,6,"2019-05-12"
"All Serogroups (total)",2019,21,1,151,"2019-05-19"
"Unknown Serogroup",2019,21,1,82,"2019-05-19"
"ACWY Serogroups",2019,21,0,50,"2019-05-19"
"Serogroup B",2019,21,0,12,"2019-05-19"
"Other Serogroup",2019,21,0,7,"2019-05-19"
"All Serogroups (total)",2019,22,3,160,"2019-05-26"
"Unknown Serogroup",2019,22,3,87,"2019-05-26"
"ACWY Serogroups",2019,22,0,54,"2019-05-26"
"Serogroup B",2019,22,0,12,"2019-05-26"
"Other Serogroup",2019,22,0,7,"2019-05-26"
"All Serogroups (total)",2019,23,4,168,"2019-06-02"
"Unknown Serogroup",2019,23,4,91,"2019-06-02"
"ACWY Serogroups",2019,23,0,57,"2019-06-02"
"Serogroup B",2019,23,0,12,"2019-06-02"
"Other Serogroup",2019,23,0,8,"2019-06-02"
"All Serogroups (total)",2019,24,2,173,"2019-06-09"
"Unknown Serogroup",2019,24,1,92,"2019-06-09"
"ACWY Serogroups",2019,24,1,60,"2019-06-09"
"Serogroup B",2019,24,0,13,"2019-06-09"
"Other Serogroup",2019,24,0,8,"2019-06-09"
"All Serogroups (total)",2019,25,3,183,"2019-06-16"
"Unknown Serogroup",2019,25,3,98,"2019-06-16"
"ACWY Serogroups",2019,25,0,61,"2019-06-16"
"Serogroup B",2019,25,0,15,"2019-06-16"
"Other Serogroup",2019,25,0,9,"2019-06-16"
"All Serogroups (total)",2019,26,1,191,"2019-06-23"
"Unknown Serogroup",2019,26,0,103,"2019-06-23"
"ACWY Serogroups",2019,26,1,62,"2019-06-23"
"Serogroup B",2019,26,0,15,"2019-06-23"
"Other Serogroup",2019,26,0,11,"2019-06-23"
"All Serogroups (total)",2019,27,2,194,"2019-06-30"
"Unknown Serogroup",2019,27,2,104,"2019-06-30"
"ACWY Serogroups",2019,27,0,64,"2019-06-30"
"Serogroup B",2019,27,0,15,"2019-06-30"
"Other Serogroup",2019,27,0,11,"2019-06-30"
"All Serogroups (total)",2019,28,2,201,"2019-07-07"
"Unknown Serogroup",2019,28,2,105,"2019-07-07"
"ACWY Serogroups",2019,28,0,69,"2019-07-07"
"Serogroup B",2019,28,0,16,"2019-07-07"
"Other Serogroup",2019,28,0,11,"2019-07-07"
"All Serogroups (total)",2019,29,2,209,"2019-07-14"
"Unknown Serogroup",2019,29,1,101,"2019-07-14"
"ACWY Serogroups",2019,29,1,79,"2019-07-14"
"Serogroup B",2019,29,0,17,"2019-07-14"
"Other Serogroup",2019,29,0,12,"2019-07-14"
"All Serogroups (total)",2019,30,3,215,"2019-07-21"
"Unknown Serogroup",2019,30,3,105,"2019-07-21"
"ACWY Serogroups",2019,30,0,80,"2019-07-21"
"Serogroup B",2019,30,0,18,"2019-07-21"
"Other Serogroup",2019,30,0,12,"2019-07-21"
"All Serogroups (total)",2019,31,2,220,"2019-07-28"
"Unknown Serogroup",2019,31,1,106,"2019-07-28"
"ACWY Serogroups",2019,31,0,81,"2019-07-28"
"Serogroup B",2019,31,0,19,"2019-07-28"
"Other Serogroup",2019,31,1,14,"2019-07-28"
"All Serogroups (total)",2019,32,1,223,"2019-08-04"
"Unknown Serogroup",2019,32,1,106,"2019-08-04"
"ACWY Serogroups",2019,32,0,84,"2019-08-04"
"Serogroup B",2019,32,0,19,"2019-08-04"
"Other Serogroup",2019,32,0,14,"2019-08-04"
"All Serogroups (total)",2019,33,2,226,"2019-08-11"
"Unknown Serogroup",2019,33,2,107,"2019-08-11"
"ACWY Serogroups",2019,33,0,85,"2019-08-11"
"Serogroup B",2019,33,0,20,"2019-08-11"
"Other Serogroup",2019,33,0,14,"2019-08-11"
"All Serogroups (total)",2019,34,3,233,"2019-08-18"
"Unknown Serogroup",2019,34,3,112,"2019-08-18"
"ACWY Serogroups",2019,34,0,87,"2019-08-18"
"Serogroup B",2019,34,0,20,"2019-08-18"
"Other Serogroup",2019,34,0,14,"2019-08-18"
"All Serogroups (total)",2019,35,3,237,"2019-08-25"
"Unknown Serogroup",2019,35,2,113,"2019-08-25"
"ACWY Serogroups",2019,35,0,88,"2019-08-25"
"Serogroup B",2019,35,0,21,"2019-08-25"
"Other Serogroup",2019,35,1,15,"2019-08-25"
"All Serogroups (total)",2019,36,1,242,"2019-09-01"
"Unknown Serogroup",2019,36,0,115,"2019-09-01"
"ACWY Serogroups",2019,36,0,90,"2019-09-01"
"Serogroup B",2019,36,0,21,"2019-09-01"
"Other Serogroup",2019,36,1,16,"2019-09-01"
"All Serogroups (total)",2019,37,3,246,"2019-09-08"
"Unknown Serogroup",2019,37,3,118,"2019-09-08"
"ACWY Serogroups",2019,37,0,91,"2019-09-08"
"Serogroup B",2019,37,0,21,"2019-09-08"
"Other Serogroup",2019,37,0,16,"2019-09-08"
"All Serogroups (total)",2019,38,2,253,"2019-09-15"
"Unknown Serogroup",2019,38,2,121,"2019-09-15"
"ACWY Serogroups",2019,38,0,93,"2019-09-15"
"Serogroup B",2019,38,0,22,"2019-09-15"
"Other Serogroup",2019,38,0,17,"2019-09-15"
"All Serogroups (total)",2019,39,1,258,"2019-09-22"
"Unknown Serogroup",2019,39,0,123,"2019-09-22"
"ACWY Serogroups",2019,39,0,93,"2019-09-22"
"Serogroup B",2019,39,1,24,"2019-09-22"
"Other Serogroup",2019,39,0,18,"2019-09-22"
"All Serogroups (total)",2019,40,3,267,"2019-09-29"
"Unknown Serogroup",2019,40,3,128,"2019-09-29"
"ACWY Serogroups",2019,40,0,95,"2019-09-29"
"Serogroup B",2019,40,0,26,"2019-09-29"
"Other Serogroup",2019,40,0,18,"2019-09-29"
"All Serogroups (total)",2019,41,0,273,"2019-10-06"
"Unknown Serogroup",2019,41,0,131,"2019-10-06"
"ACWY Serogroups",2019,41,0,96,"2019-10-06"
"Serogroup B",2019,41,0,28,"2019-10-06"
"Other Serogroup",2019,41,0,18,"2019-10-06"
"All Serogroups (total)",2019,42,3,278,"2019-10-13"
"Unknown Serogroup",2019,42,3,135,"2019-10-13"
"ACWY Serogroups",2019,42,0,96,"2019-10-13"
"Serogroup B",2019,42,0,29,"2019-10-13"
"Other Serogroup",2019,42,0,18,"2019-10-13"
"All Serogroups (total)",2019,43,1,279,"2019-10-20"
"Unknown Serogroup",2019,43,1,136,"2019-10-20"
"ACWY Serogroups",2019,43,0,96,"2019-10-20"
"Serogroup B",2019,43,0,29,"2019-10-20"
"Other Serogroup",2019,43,0,18,"2019-10-20"
"All Serogroups (total)",2019,44,3,292,"2019-10-27"
"Unknown Serogroup",2019,44,3,143,"2019-10-27"
"ACWY Serogroups",2019,44,0,100,"2019-10-27"
"Serogroup B",2019,44,0,29,"2019-10-27"
"Other Serogroup",2019,44,0,20,"2019-10-27"
"All Serogroups (total)",2019,45,4,298,"2019-11-03"
"Unknown Serogroup",2019,45,4,149,"2019-11-03"
"ACWY Serogroups",2019,45,0,100,"2019-11-03"
"Serogroup B",2019,45,0,29,"2019-11-03"
"Other Serogroup",2019,45,0,20,"2019-11-03"
"All Serogroups (total)",2019,46,2,307,"2019-11-10"
"Unknown Serogroup",2019,46,2,146,"2019-11-10"
"ACWY Serogroups",2019,46,0,104,"2019-11-10"
"Serogroup B",2019,46,0,36,"2019-11-10"
"Other Serogroup",2019,46,0,21,"2019-11-10"
"All Serogroups (total)",2019,47,3,314,"2019-11-17"
"Unknown Serogroup",2019,47,3,148,"2019-11-17"
"ACWY Serogroups",2019,47,0,108,"2019-11-17"
"Serogroup B",2019,47,0,36,"2019-11-17"
"Other Serogroup",2019,47,0,22,"2019-11-17"
"All Serogroups (total)",2019,48,3,319,"2019-11-24"
"Unknown Serogroup",2019,48,2,151,"2019-11-24"
"ACWY Serogroups",2019,48,1,109,"2019-11-24"
"Serogroup B",2019,48,0,36,"2019-11-24"
"Other Serogroup",2019,48,0,23,"2019-11-24"
"All Serogroups (total)",2019,49,4,326,"2019-12-01"
"Unknown Serogroup",2019,49,4,156,"2019-12-01"
"ACWY Serogroups",2019,49,0,109,"2019-12-01"
"Serogroup B",2019,49,0,37,"2019-12-01"
"Other Serogroup",2019,49,0,24,"2019-12-01"
"All Serogroups (total)",2019,50,1,330,"2019-12-08"
"Unknown Serogroup",2019,50,1,162,"2019-12-08"
"ACWY Serogroups",2019,50,0,105,"2019-12-08"
"Serogroup B",2019,50,0,39,"2019-12-08"
"Other Serogroup",2019,50,0,24,"2019-12-08"
"All Serogroups (total)",2019,51,4,337,"2019-12-15"
"Unknown Serogroup",2019,51,4,166,"2019-12-15"
"ACWY Serogroups",2019,51,0,106,"2019-12-15"
"Serogroup B",2019,51,0,41,"2019-12-15"
"Other Serogroup",2019,51,0,24,"2019-12-15"
"All Serogroups (total)",2019,52,1,343,"2019-12-22"
"Unknown Serogroup",2019,52,1,169,"2019-12-22"
"ACWY Serogroups",2019,52,0,109,"2019-12-22"
"Serogroup B",2019,52,0,41,"2019-12-22"
"Other Serogroup",2019,52,0,24,"2019-12-22"
"All Serogroups (total)",2020,1,3,3,"2019-12-29"
"Unknown Serogroup",2020,1,3,3,"2019-12-29"
"ACWY Serogroups",2020,1,0,0,"2019-12-29"
"Serogroup B",2020,1,0,0,"2019-12-29"
"Other Serogroup",2020,1,0,0,"2019-12-29"
"All Serogroups (total)",2020,2,3,8,"2020-01-05"
"Unknown Serogroup",2020,2,2,6,"2020-01-05"
"ACWY Serogroups",2020,2,0,1,"2020-01-05"
"Serogroup B",2020,2,0,0,"2020-01-05"
"Other Serogroup",2020,2,1,1,"2020-01-05"
"All Serogroups (total)",2020,3,4,14,"2020-01-12"
"Unknown Serogroup",2020,3,2,9,"2020-01-12"
"ACWY Serogroups",2020,3,0,2,"2020-01-12"
"Serogroup B",2020,3,1,1,"2020-01-12"
"Other Serogroup",2020,3,1,2,"2020-01-12"
"All Serogroups (total)",2020,4,4,22,"2020-01-19"
"Unknown Serogroup",2020,4,4,14,"2020-01-19"
"ACWY Serogroups",2020,4,0,3,"2020-01-19"
"Serogroup B",2020,4,0,3,"2020-01-19"
"Other Serogroup",2020,4,0,2,"2020-01-19"
"All Serogroups (total)",2020,5,2,30,"2020-01-26"
"Unknown Serogroup",2020,5,1,19,"2020-01-26"
"ACWY Serogroups",2020,5,1,6,"2020-01-26"
"Serogroup B",2020,5,0,3,"2020-01-26"
"Other Serogroup",2020,5,0,2,"2020-01-26"
"All Serogroups (total)",2020,6,2,35,"2020-02-02"
"Unknown Serogroup",2020,6,1,23,"2020-02-02"
"ACWY Serogroups",2020,6,1,7,"2020-02-02"
"Serogroup B",2020,6,0,3,"2020-02-02"
"Other Serogroup",2020,6,0,2,"2020-02-02"
"All Serogroups (total)",2020,7,1,39,"2020-02-09"
"Unknown Serogroup",2020,7,1,22,"2020-02-09"
"ACWY Serogroups",2020,7,0,10,"2020-02-09"
"Serogroup B",2020,7,0,3,"2020-02-09"
"Other Serogroup",2020,7,0,4,"2020-02-09"
"All Serogroups (total)",2020,8,9,56,"2020-02-16"
"Unknown Serogroup",2020,8,9,31,"2020-02-16"
"ACWY Serogroups",2020,8,0,17,"2020-02-16"
"Serogroup B",2020,8,0,4,"2020-02-16"
"Other Serogroup",2020,8,0,4,"2020-02-16"
"All Serogroups (total)",2020,9,1,64,"2020-02-23"
"Unknown Serogroup",2020,9,1,32,"2020-02-23"
"ACWY Serogroups",2020,9,0,21,"2020-02-23"
"Serogroup B",2020,9,0,6,"2020-02-23"
"Other Serogroup",2020,9,0,5,"2020-02-23"
"All Serogroups (total)",2020,10,4,74,"2020-03-01"
"Unknown Serogroup",2020,10,4,41,"2020-03-01"
"ACWY Serogroups",2020,10,0,21,"2020-03-01"
"Serogroup B",2020,10,0,6,"2020-03-01"
"Other Serogroup",2020,10,0,6,"2020-03-01"
"All Serogroups (total)",2020,11,4,80,"2020-03-08"
"Unknown Serogroup",2020,11,4,46,"2020-03-08"
"ACWY Serogroups",2020,11,0,22,"2020-03-08"
"Serogroup B",2020,11,0,6,"2020-03-08"
"Other Serogroup",2020,11,0,6,"2020-03-08"
"All Serogroups (total)",2020,12,1,82,"2020-03-15"
"Unknown Serogroup",2020,12,1,48,"2020-03-15"
"ACWY Serogroups",2020,12,0,22,"2020-03-15"
"Serogroup B",2020,12,0,6,"2020-03-15"
"Other Serogroup",2020,12,0,6,"2020-03-15"
"All Serogroups (total)",2020,13,2,91,"2020-03-22"
"Unknown Serogroup",2020,13,2,50,"2020-03-22"
"ACWY Serogroups",2020,13,0,26,"2020-03-22"
"Serogroup B",2020,13,0,8,"2020-03-22"
"Other Serogroup",2020,13,0,7,"2020-03-22"
"All Serogroups (total)",2020,14,2,97,"2020-03-29"
"Unknown Serogroup",2020,14,2,54,"2020-03-29"
"ACWY Serogroups",2020,14,0,27,"2020-03-29"
"Serogroup B",2020,14,0,9,"2020-03-29"
"Other Serogroup",2020,14,0,7,"2020-03-29"
"All Serogroups (total)",2020,15,3,101,"2020-04-05"
"Unknown Serogroup",2020,15,3,58,"2020-04-05"
"ACWY Serogroups",2020,15,0,27,"2020-04-05"
"Serogroup B",2020,15,0,9,"2020-04-05"
"Other Serogroup",2020,15,0,7,"2020-04-05"
"All Serogroups (total)",2020,16,0,107,"2020-04-12"
"Unknown Serogroup",2020,16,0,62,"2020-04-12"
"ACWY Serogroups",2020,16,0,29,"2020-04-12"
"Serogroup B",2020,16,0,9,"2020-04-12"
"Other Serogroup",2020,16,0,7,"2020-04-12"
"All Serogroups (total)",2020,17,1,108,"2020-04-19"
"Unknown Serogroup",2020,17,1,66,"2020-04-19"
"ACWY Serogroups",2020,17,0,27,"2020-04-19"
"Serogroup B",2020,17,0,8,"2020-04-19"
"Other Serogroup",2020,17,0,7,"2020-04-19"
"All Serogroups (total)",2020,18,0,110,"2020-04-26"
"Unknown Serogroup",2020,18,0,65,"2020-04-26"
"ACWY Serogroups",2020,18,0,27,"2020-04-26"
"Serogroup B",2020,18,0,10,"2020-04-26"
"Other Serogroup",2020,18,0,8,"2020-04-26"
"All Serogroups (total)",2020,19,2,110,"2020-05-03"
"Unknown Serogroup",2020,19,2,66,"2020-05-03"
"ACWY Serogroups",2020,19,0,27,"2020-05-03"
"Serogroup B",2020,19,0,9,"2020-05-03"
"Other Serogroup",2020,19,0,8,"2020-05-03"
"All Serogroups (total)",2020,20,5,121,"2020-05-10"
"Unknown Serogroup",2020,20,5,77,"2020-05-10"
"ACWY Serogroups",2020,20,0,27,"2020-05-10"
"Serogroup B",2020,20,0,9,"2020-05-10"
"Other Serogroup",2020,20,0,8,"2020-05-10"
"All Serogroups (total)",2020,21,2,123,"2020-05-17"
"Unknown Serogroup",2020,21,2,79,"2020-05-17"
"ACWY Serogroups",2020,21,0,27,"2020-05-17"
"Serogroup B",2020,21,0,9,"2020-05-17"
"Other Serogroup",2020,21,0,8,"2020-05-17"
"All Serogroups (total)",2020,22,2,126,"2020-05-24"
"Unknown Serogroup",2020,22,2,82,"2020-05-24"
"ACWY Serogroups",2020,22,0,27,"2020-05-24"
"Serogroup B",2020,22,0,9,"2020-05-24"
"Other Serogroup",2020,22,0,8,"2020-05-24"
"All Serogroups (total)",2020,23,0,128,"2020-05-31"
"Unknown Serogroup",2020,23,0,82,"2020-05-31"
"ACWY Serogroups",2020,23,0,27,"2020-05-31"
"Serogroup B",2020,23,0,11,"2020-05-31"
"Other Serogroup",2020,23,0,8,"2020-05-31"
"All Serogroups (total)",2020,24,0,133,"2020-06-07"
"Unknown Serogroup",2020,24,0,85,"2020-06-07"
"ACWY Serogroups",2020,24,0,28,"2020-06-07"
"Serogroup B",2020,24,0,12,"2020-06-07"
"Other Serogroup",2020,24,0,8,"2020-06-07"
"All Serogroups (total)",2020,25,1,136,"2020-06-14"
"Unknown Serogroup",2020,25,1,85,"2020-06-14"
"ACWY Serogroups",2020,25,0,31,"2020-06-14"
"Serogroup B",2020,25,0,12,"2020-06-14"
"Other Serogroup",2020,25,0,8,"2020-06-14"
"All Serogroups (total)",2020,26,1,138,"2020-06-21"
"Unknown Serogroup",2020,26,1,87,"2020-06-21"
"ACWY Serogroups",2020,26,0,31,"2020-06-21"
"Serogroup B",2020,26,0,12,"2020-06-21"
"Other Serogroup",2020,26,0,8,"2020-06-21"
"All Serogroups (total)",2020,27,0,140,"2020-06-28"
"Unknown Serogroup",2020,27,0,87,"2020-06-28"
"ACWY Serogroups",2020,27,0,33,"2020-06-28"
"Serogroup B",2020,27,0,12,"2020-06-28"
"Other Serogroup",2020,27,0,8,"2020-06-28"
"All Serogroups (total)",2020,28,1,145,"2020-07-05"
"Unknown Serogroup",2020,28,1,87,"2020-07-05"
"ACWY Serogroups",2020,28,0,36,"2020-07-05"
"Serogroup B",2020,28,0,13,"2020-07-05"
"Other Serogroup",2020,28,0,9,"2020-07-05"
"All Serogroups (total)",2020,29,3,133,"2020-07-12"
"Unknown Serogroup",2020,29,3,74,"2020-07-12"
"ACWY Serogroups",2020,29,0,37,"2020-07-12"
"Serogroup B",2020,29,0,13,"2020-07-12"
"Other Serogroup",2020,29,0,9,"2020-07-12"
"All Serogroups (total)",2020,30,2,152,"2020-07-19"
"Unknown Serogroup",2020,30,2,90,"2020-07-19"
"ACWY Serogroups",2020,30,0,39,"2020-07-19"
"Serogroup B",2020,30,0,13,"2020-07-19"
"Other Serogroup",2020,30,0,10,"2020-07-19"
"All Serogroups (total)",2020,31,2,154,"2020-07-26"
"Unknown Serogroup",2020,31,2,90,"2020-07-26"
"ACWY Serogroups",2020,31,0,41,"2020-07-26"
"Serogroup B",2020,31,0,13,"2020-07-26"
"Other Serogroup",2020,31,0,10,"2020-07-26"
"All Serogroups (total)",2020,32,1,146,"2020-08-02"
"Unknown Serogroup",2020,32,1,83,"2020-08-02"
"ACWY Serogroups",2020,32,0,40,"2020-08-02"
"Serogroup B",2020,32,0,14,"2020-08-02"
"Other Serogroup",2020,32,0,9,"2020-08-02"
"All Serogroups (total)",2020,33,0,158,"2020-08-09"
"Unknown Serogroup",2020,33,0,90,"2020-08-09"
"ACWY Serogroups",2020,33,0,44,"2020-08-09"
"Serogroup B",2020,33,0,14,"2020-08-09"
"Other Serogroup",2020,33,0,10,"2020-08-09"
"All Serogroups (total)",2020,34,0,158,"2020-08-16"
"Unknown Serogroup",2020,34,0,90,"2020-08-16"
"ACWY Serogroups",2020,34,0,44,"2020-08-16"
"Serogroup B",2020,34,0,14,"2020-08-16"
"Other Serogroup",2020,34,0,10,"2020-08-16"
"All Serogroups (total)",2020,35,0,155,"2020-08-23"
"Unknown Serogroup",2020,35,0,86,"2020-08-23"
"ACWY Serogroups",2020,35,0,46,"2020-08-23"
"Serogroup B",2020,35,0,12,"2020-08-23"
"Other Serogroup",2020,35,0,11,"2020-08-23"
"All Serogroups (total)",2020,36,0,158,"2020-08-30"
"Unknown Serogroup",2020,36,0,89,"2020-08-30"
"ACWY Serogroups",2020,36,0,46,"2020-08-30"
"Serogroup B",2020,36,0,12,"2020-08-30"
"Other Serogroup",2020,36,0,11,"2020-08-30"
"All Serogroups (total)",2020,37,0,162,"2020-09-06"
"Unknown Serogroup",2020,37,0,93,"2020-09-06"
"ACWY Serogroups",2020,37,0,46,"2020-09-06"
"Serogroup B",2020,37,0,12,"2020-09-06"
"Other Serogroup",2020,37,0,11,"2020-09-06"
"All Serogroups (total)",2020,38,0,163,"2020-09-13"
"Unknown Serogroup",2020,38,0,93,"2020-09-13"
"ACWY Serogroups",2020,38,0,47,"2020-09-13"
"Serogroup B",2020,38,0,12,"2020-09-13"
"Other Serogroup",2020,38,0,11,"2020-09-13"
"All Serogroups (total)",2020,39,0,164,"2020-09-20"
"Unknown Serogroup",2020,39,0,92,"2020-09-20"
"ACWY Serogroups",2020,39,0,48,"2020-09-20"
"Serogroup B",2020,39,0,13,"2020-09-20"
