"epiweek","epiyear","Meningococcal disease, All serogroups cummulative current year","Meningococcal disease, Serogroups ACWY cummulative current year","Meningococcal disease, Serogroup B cummulative for current year","Meningococcal disease, Other serogroups cummulative current year","Meningococcal disease, Unknown serogroup cummulative current year","Meningococcal disease, All serogroups incidence current week","Meningococcal disease, Unknown serogroup incidence current week","Meningococcal disease, Serogroups ACWY incidence current week","Meningococcal disease, Serogroup B incidence current week","Meningococcal disease, Other serogroups incidence current week","date"
33,2012,349,NA,NA,NA,NA,3,NA,NA,NA,NA,"2012-08-12"
34,2012,361,NA,NA,NA,NA,5,NA,NA,NA,NA,"2012-08-19"
35,2012,368,NA,NA,NA,NA,3,NA,NA,NA,NA,"2012-08-26"
36,2012,372,NA,NA,NA,NA,1,NA,NA,NA,NA,"2012-09-02"
37,2012,383,NA,NA,NA,NA,4,NA,NA,NA,NA,"2012-09-09"
38,2012,388,NA,NA,NA,NA,3,NA,NA,NA,NA,"2012-09-16"
39,2012,393,NA,NA,NA,NA,2,NA,NA,NA,NA,"2012-09-23"
40,2012,401,NA,NA,NA,NA,3,NA,NA,NA,NA,"2012-09-30"
41,2012,407,NA,NA,NA,NA,1,NA,NA,NA,NA,"2012-10-07"
42,2012,416,NA,NA,NA,NA,5,NA,NA,NA,NA,"2012-10-14"
43,2012,421,NA,NA,NA,NA,2,NA,NA,NA,NA,"2012-10-21"
44,2012,431,NA,NA,NA,NA,2,NA,NA,NA,NA,"2012-10-28"
45,2012,435,NA,NA,NA,NA,1,NA,NA,NA,NA,"2012-11-04"
46,2012,444,NA,NA,NA,NA,5,NA,NA,NA,NA,"2012-11-11"
47,2012,454,NA,NA,NA,NA,6,NA,NA,NA,NA,"2012-11-18"
48,2012,460,NA,NA,NA,NA,2,NA,NA,NA,NA,"2012-11-25"
49,2012,467,NA,NA,NA,NA,3,NA,NA,NA,NA,"2012-12-02"
50,2012,481,NA,NA,NA,NA,4,NA,NA,NA,NA,"2012-12-09"
51,2012,495,NA,NA,NA,NA,8,NA,NA,NA,NA,"2012-12-16"
52,2012,502,NA,NA,NA,NA,7,NA,NA,NA,NA,"2012-12-23"
1,2013,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"2012-12-30"
2,2013,7,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-01-06"
3,2013,23,NA,NA,NA,NA,6,NA,NA,NA,NA,"2013-01-13"
4,2013,37,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-01-20"
5,2013,50,NA,NA,NA,NA,9,NA,NA,NA,NA,"2013-01-27"
6,2013,61,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-02-03"
7,2013,79,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-02-10"
8,2013,100,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-02-17"
9,2013,117,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-02-24"
10,2013,127,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-03-03"
11,2013,131,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-03-10"
12,2013,151,NA,NA,NA,NA,9,NA,NA,NA,NA,"2013-03-17"
13,2013,162,NA,NA,NA,NA,8,NA,NA,NA,NA,"2013-03-24"
14,2013,175,NA,NA,NA,NA,8,NA,NA,NA,NA,"2013-03-31"
15,2013,188,NA,NA,NA,NA,6,NA,NA,NA,NA,"2013-04-07"
16,2013,205,NA,NA,NA,NA,12,NA,NA,NA,NA,"2013-04-14"
17,2013,217,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-04-21"
18,2013,231,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-04-28"
19,2013,244,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-05-05"
20,2013,254,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-05-12"
21,2013,261,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-05-19"
22,2013,266,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-05-26"
23,2013,270,NA,NA,NA,NA,0,NA,NA,NA,NA,"2013-06-02"
24,2013,280,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-06-09"
25,2013,289,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-06-16"
26,2013,293,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-06-23"
27,2013,304,NA,NA,NA,NA,1,NA,NA,NA,NA,"2013-06-30"
28,2013,313,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-07-07"
29,2013,325,NA,NA,NA,NA,7,NA,NA,NA,NA,"2013-07-14"
30,2013,333,NA,NA,NA,NA,1,NA,NA,NA,NA,"2013-07-21"
31,2013,341,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-07-28"
32,2013,346,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-08-04"
33,2013,354,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-08-11"
34,2013,360,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-08-18"
35,2013,367,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-08-25"
36,2013,374,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-09-01"
37,2013,380,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-09-08"
38,2013,386,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-09-15"
39,2013,374,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-09-22"
40,2013,384,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-09-29"
41,2013,406,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-10-06"
42,2013,410,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-10-13"
43,2013,424,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-10-20"
44,2013,427,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-10-27"
45,2013,442,NA,NA,NA,NA,9,NA,NA,NA,NA,"2013-11-03"
46,2013,455,NA,NA,NA,NA,10,NA,NA,NA,NA,"2013-11-10"
47,2013,461,NA,NA,NA,NA,5,NA,NA,NA,NA,"2013-11-17"
48,2013,463,NA,NA,NA,NA,1,NA,NA,NA,NA,"2013-11-24"
49,2013,475,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-12-01"
50,2013,480,NA,NA,NA,NA,2,NA,NA,NA,NA,"2013-12-08"
51,2013,489,NA,NA,NA,NA,3,NA,NA,NA,NA,"2013-12-15"
52,2013,494,NA,NA,NA,NA,4,NA,NA,NA,NA,"2013-12-22"
1,2014,9,NA,NA,NA,NA,9,NA,NA,NA,NA,"2013-12-29"
2,2014,15,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-01-05"
3,2014,18,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-01-12"
4,2014,30,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-01-19"
5,2014,38,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-01-26"
6,2014,46,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-02-02"
7,2014,58,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-02-09"
8,2014,65,NA,NA,NA,NA,5,NA,NA,NA,NA,"2014-02-16"
9,2014,82,NA,NA,NA,NA,10,NA,NA,NA,NA,"2014-02-23"
10,2014,93,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-03-02"
11,2014,99,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-03-09"
12,2014,107,NA,NA,NA,NA,1,NA,NA,NA,NA,"2014-03-16"
13,2014,121,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-03-23"
14,2014,136,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-03-30"
15,2014,149,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-04-06"
16,2014,156,NA,NA,NA,NA,0,NA,NA,NA,NA,"2014-04-13"
17,2014,162,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-04-20"
18,2014,178,NA,NA,NA,NA,8,NA,NA,NA,NA,"2014-04-27"
19,2014,187,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-05-04"
20,2014,198,NA,NA,NA,NA,6,NA,NA,NA,NA,"2014-05-11"
21,2014,202,NA,NA,NA,NA,1,NA,NA,NA,NA,"2014-05-18"
22,2014,206,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-05-25"
23,2014,214,NA,NA,NA,NA,5,NA,NA,NA,NA,"2014-06-01"
24,2014,222,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-06-08"
25,2014,226,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-06-15"
26,2014,237,NA,NA,NA,NA,5,NA,NA,NA,NA,"2014-06-22"
27,2014,241,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-06-29"
28,2014,243,NA,NA,NA,NA,1,NA,NA,NA,NA,"2014-07-06"
29,2014,248,NA,NA,NA,NA,0,NA,NA,NA,NA,"2014-07-13"
30,2014,251,NA,NA,NA,NA,1,NA,NA,NA,NA,"2014-07-20"
31,2014,261,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-07-27"
32,2014,270,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-08-03"
33,2014,274,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-08-10"
34,2014,281,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-08-17"
35,2014,285,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-08-24"
36,2014,289,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-08-31"
37,2014,294,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-09-07"
38,2014,298,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-09-14"
39,2014,304,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-09-21"
40,2014,313,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-09-28"
41,2014,315,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-10-05"
42,2014,324,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-10-12"
43,2014,328,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-10-19"
44,2014,336,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-10-26"
45,2014,343,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-11-02"
46,2014,350,NA,NA,NA,NA,5,NA,NA,NA,NA,"2014-11-09"
47,2014,356,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-11-16"
48,2014,362,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-11-23"
49,2014,366,NA,NA,NA,NA,2,NA,NA,NA,NA,"2014-11-30"
50,2014,372,NA,NA,NA,NA,4,NA,NA,NA,NA,"2014-12-07"
51,2014,381,NA,NA,NA,NA,5,NA,NA,NA,NA,"2014-12-14"
52,2014,386,NA,NA,NA,NA,3,NA,NA,NA,NA,"2014-12-21"
53,2014,397,NA,NA,NA,NA,1,NA,NA,NA,NA,"2014-12-28"
1,2015,3,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-01-04"
2,2015,6,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-01-11"
3,2015,11,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-01-18"
4,2015,16,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-01-25"
5,2015,26,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-02-01"
6,2015,29,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-02-08"
7,2015,38,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-02-15"
8,2015,50,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-02-22"
9,2015,56,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-03-01"
10,2015,71,NA,NA,NA,NA,9,NA,NA,NA,NA,"2015-03-08"
11,2015,82,NA,NA,NA,NA,5,NA,NA,NA,NA,"2015-03-15"
12,2015,88,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-03-22"
13,2015,97,NA,NA,NA,NA,7,NA,NA,NA,NA,"2015-03-29"
14,2015,105,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-04-05"
15,2015,117,NA,NA,NA,NA,7,NA,NA,NA,NA,"2015-04-12"
16,2015,127,NA,NA,NA,NA,5,NA,NA,NA,NA,"2015-04-19"
17,2015,133,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-04-26"
18,2015,139,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-05-03"
19,2015,149,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-05-10"
20,2015,154,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-05-17"
21,2015,164,NA,NA,NA,NA,5,NA,NA,NA,NA,"2015-05-24"
22,2015,169,NA,NA,NA,NA,0,NA,NA,NA,NA,"2015-05-31"
23,2015,176,NA,NA,NA,NA,4,NA,NA,NA,NA,"2015-06-07"
24,2015,181,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-06-14"
25,2015,187,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-06-21"
26,2015,193,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-06-28"
27,2015,200,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-07-05"
28,2015,205,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-07-12"
29,2015,209,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-07-19"
30,2015,215,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-07-26"
31,2015,221,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-08-02"
32,2015,225,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-08-09"
33,2015,226,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-08-16"
34,2015,230,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-08-23"
35,2015,234,NA,NA,NA,NA,0,NA,NA,NA,NA,"2015-08-30"
36,2015,237,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-09-06"
37,2015,240,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-09-13"
38,2015,246,NA,NA,NA,NA,5,NA,NA,NA,NA,"2015-09-20"
39,2015,257,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-09-27"
40,2015,269,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-10-04"
41,2015,279,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-10-11"
42,2015,285,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-10-18"
43,2015,293,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-10-25"
44,2015,297,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-11-01"
45,2015,304,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-11-08"
46,2015,311,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-11-15"
47,2015,315,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-11-22"
48,2015,324,NA,NA,NA,NA,5,NA,NA,NA,NA,"2015-11-29"
49,2015,328,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-12-06"
50,2015,337,NA,NA,NA,NA,2,NA,NA,NA,NA,"2015-12-13"
51,2015,341,NA,NA,NA,NA,1,NA,NA,NA,NA,"2015-12-20"
52,2015,348,NA,NA,NA,NA,3,NA,NA,NA,NA,"2015-12-27"
1,2016,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-01-03"
2,2016,7,NA,NA,NA,NA,5,NA,NA,NA,NA,"2016-01-10"
3,2016,10,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-01-17"
4,2016,14,NA,NA,NA,NA,0,NA,NA,NA,NA,"2016-01-24"
5,2016,25,NA,NA,NA,NA,6,NA,NA,NA,NA,"2016-01-31"
6,2016,30,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-02-07"
7,2016,35,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-02-14"
8,2016,42,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-02-21"
9,2016,47,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-02-28"
10,2016,56,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-03-06"
11,2016,68,NA,NA,NA,NA,7,NA,NA,NA,NA,"2016-03-13"
12,2016,75,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-03-20"
13,2016,84,NA,NA,NA,NA,7,NA,NA,NA,NA,"2016-03-27"
14,2016,97,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-04-03"
15,2016,102,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-04-10"
16,2016,113,NA,NA,NA,NA,5,NA,NA,NA,NA,"2016-04-17"
17,2016,117,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-04-24"
18,2016,126,NA,NA,NA,NA,5,NA,NA,NA,NA,"2016-05-01"
19,2016,134,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-05-08"
20,2016,145,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-05-15"
21,2016,151,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-05-22"
22,2016,162,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-05-29"
23,2016,171,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-06-05"
24,2016,180,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-06-12"
25,2016,186,NA,NA,NA,NA,0,NA,NA,NA,NA,"2016-06-19"
26,2016,194,NA,NA,NA,NA,5,NA,NA,NA,NA,"2016-06-26"
27,2016,203,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-07-03"
28,2016,213,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-07-10"
29,2016,216,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-07-17"
30,2016,222,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-07-24"
31,2016,229,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-07-31"
32,2016,232,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-08-07"
33,2016,236,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-08-14"
34,2016,243,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-08-21"
35,2016,250,NA,NA,NA,NA,4,NA,NA,NA,NA,"2016-08-28"
36,2016,253,NA,NA,NA,NA,0,NA,NA,NA,NA,"2016-09-04"
37,2016,257,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-09-11"
38,2016,258,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-09-18"
39,2016,264,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-09-25"
40,2016,268,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-10-02"
41,2016,276,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-10-09"
42,2016,281,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-10-16"
43,2016,287,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-10-23"
44,2016,287,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-10-30"
45,2016,292,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-11-06"
46,2016,294,NA,NA,NA,NA,0,NA,NA,NA,NA,"2016-11-13"
47,2016,301,NA,NA,NA,NA,2,NA,NA,NA,NA,"2016-11-20"
48,2016,315,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-11-27"
49,2016,324,NA,NA,NA,NA,5,NA,NA,NA,NA,"2016-12-04"
50,2016,329,NA,NA,NA,NA,1,NA,NA,NA,NA,"2016-12-11"
51,2016,333,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-12-18"
52,2016,340,NA,NA,NA,NA,3,NA,NA,NA,NA,"2016-12-25"
1,2017,3,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-01-01"
2,2017,7,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-01-08"
3,2017,21,NA,NA,NA,NA,10,NA,NA,NA,NA,"2017-01-15"
4,2017,26,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-01-22"
5,2017,32,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-01-29"
6,2017,39,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-02-05"
7,2017,48,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-02-12"
8,2017,54,NA,NA,NA,NA,5,NA,NA,NA,NA,"2017-02-19"
9,2017,62,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-02-26"
10,2017,68,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-03-05"
11,2017,81,NA,NA,NA,NA,8,NA,NA,NA,NA,"2017-03-12"
12,2017,83,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-03-19"
13,2017,93,NA,NA,NA,NA,6,NA,NA,NA,NA,"2017-03-26"
14,2017,103,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-04-02"
15,2017,108,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-04-09"
16,2017,111,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-04-16"
17,2017,115,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-04-23"
18,2017,124,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-04-30"
19,2017,131,NA,NA,NA,NA,5,NA,NA,NA,NA,"2017-05-07"
20,2017,139,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-05-14"
21,2017,142,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-05-21"
22,2017,151,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-05-28"
23,2017,157,NA,NA,NA,NA,0,NA,NA,NA,NA,"2017-06-04"
24,2017,165,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-06-11"
25,2017,168,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-06-18"
26,2017,182,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-06-25"
27,2017,183,NA,NA,NA,NA,0,NA,NA,NA,NA,"2017-07-02"
28,2017,193,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-07-09"
29,2017,199,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-07-16"
30,2017,202,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-07-23"
31,2017,207,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-07-30"
32,2017,209,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-08-06"
33,2017,213,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-08-13"
34,2017,218,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-08-20"
35,2017,223,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-08-27"
36,2017,224,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-09-03"
37,2017,232,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-09-10"
38,2017,240,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-09-17"
39,2017,245,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-09-24"
40,2017,255,NA,NA,NA,NA,6,NA,NA,NA,NA,"2017-10-01"
41,2017,259,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-10-08"
42,2017,263,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-10-15"
43,2017,268,NA,NA,NA,NA,4,NA,NA,NA,NA,"2017-10-22"
44,2017,278,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-10-29"
45,2017,282,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-11-05"
46,2017,286,NA,NA,NA,NA,0,NA,NA,NA,NA,"2017-11-12"
47,2017,297,NA,NA,NA,NA,6,NA,NA,NA,NA,"2017-11-19"
48,2017,307,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-11-26"
49,2017,315,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-12-03"
50,2017,316,NA,NA,NA,NA,1,NA,NA,NA,NA,"2017-12-10"
51,2017,321,NA,NA,NA,NA,3,NA,NA,NA,NA,"2017-12-17"
52,2017,330,NA,NA,NA,NA,2,NA,NA,NA,NA,"2017-12-24"
1,2018,3,1,2,0,4,3,4,1,2,0,"2017-12-31"
2,2018,8,3,5,3,9,5,5,2,3,3,"2018-01-07"
3,2018,15,6,7,3,13,5,4,3,2,0,"2018-01-14"
4,2018,21,11,7,3,18,2,5,5,0,0,"2018-01-21"
5,2018,29,13,8,5,26,5,8,2,1,2,"2018-01-28"
6,2018,40,16,8,7,28,2,2,3,0,2,"2018-02-04"
7,2018,49,18,8,7,35,2,7,2,0,0,"2018-02-11"
8,2018,56,20,10,7,41,3,6,2,2,0,"2018-02-18"
9,2018,62,23,9,7,46,4,5,3,-1,0,"2018-02-25"
10,2018,68,23,10,8,48,0,2,0,1,1,"2018-03-04"
11,2018,75,27,12,8,55,6,7,4,2,0,"2018-03-11"
12,2018,85,27,15,11,59,4,4,0,3,3,"2018-03-18"
13,2018,94,30,18,12,56,3,-3,3,3,1,"2018-03-25"
14,2018,101,33,17,11,60,4,4,3,-1,-1,"2018-04-01"
15,2018,106,38,19,11,58,3,-2,5,2,0,"2018-04-08"
16,2018,111,40,21,12,57,4,-1,2,2,1,"2018-04-15"
17,2018,118,43,24,12,60,4,3,3,3,0,"2018-04-22"
18,2018,121,43,27,12,62,1,2,0,3,0,"2018-04-29"
19,2018,132,47,29,13,67,5,5,4,2,1,"2018-05-06"
20,2018,137,47,30,14,68,2,1,0,1,1,"2018-05-13"
21,2018,140,49,30,14,72,2,4,2,0,0,"2018-05-20"
22,2018,152,49,33,13,68,7,-4,0,3,-1,"2018-05-27"
23,2018,155,52,44,13,60,3,-8,3,11,0,"2018-06-03"
24,2018,157,54,44,13,61,0,1,2,0,0,"2018-06-10"
25,2018,162,56,46,13,62,3,1,2,2,0,"2018-06-17"
26,2018,170,57,47,13,65,4,3,1,1,0,"2018-06-24"
27,2018,173,57,50,13,67,2,2,0,3,0,"2018-07-01"
28,2018,183,58,52,13,68,2,1,1,2,0,"2018-07-08"
29,2018,196,62,54,13,69,2,1,4,2,0,"2018-07-15"
30,2018,198,64,55,13,70,1,1,2,1,0,"2018-07-22"
31,2018,200,64,56,13,70,0,0,0,1,0,"2018-07-29"
32,2018,205,64,56,13,71,1,1,0,0,0,"2018-08-05"
33,2018,208,66,58,13,74,3,3,2,2,0,"2018-08-12"
34,2018,213,67,60,13,76,1,2,1,2,0,"2018-08-19"
35,2018,218,67,61,15,77,2,1,0,1,2,"2018-08-26"
36,2018,222,68,63,15,80,1,3,1,2,0,"2018-09-02"
37,2018,226,68,64,15,80,1,0,0,1,0,"2018-09-09"
38,2018,228,72,64,15,81,1,1,4,0,0,"2018-09-16"
39,2018,230,72,66,17,82,1,1,0,2,2,"2018-09-23"
40,2018,238,76,68,18,83,2,1,4,2,1,"2018-09-30"
41,2018,247,78,69,18,84,1,1,2,1,0,"2018-10-07"
42,2018,249,80,69,18,85,0,1,2,0,0,"2018-10-14"
43,2018,253,82,72,18,86,2,1,2,3,0,"2018-10-21"
44,2018,262,84,73,20,86,3,0,2,1,2,"2018-10-28"
45,2018,268,86,75,21,88,4,2,2,2,1,"2018-11-04"
46,2018,270,89,77,21,89,1,1,3,2,0,"2018-11-11"
47,2018,271,92,78,21,90,0,1,3,1,0,"2018-11-18"
48,2018,280,93,80,22,92,2,2,1,2,1,"2018-11-25"
49,2018,285,95,80,22,92,1,0,2,0,0,"2018-12-02"
50,2018,293,98,80,23,95,3,3,3,0,1,"2018-12-09"
51,2018,296,100,81,23,100,0,5,2,1,0,"2018-12-16"
52,2018,301,101,81,23,123,0,23,1,0,0,"2018-12-23"
1,2019,4,0,1,0,3,4,3,0,1,0,"2018-12-30"
2,2019,7,1,1,0,5,2,1,1,0,0,"2019-01-06"
3,2019,13,6,1,0,6,3,1,2,0,0,"2019-01-13"
4,2019,18,8,1,0,9,3,3,0,0,0,"2019-01-20"
5,2019,23,10,1,0,12,2,1,1,0,0,"2019-01-27"
